Size, Proteins
6,"Hypothetical proteinaho:AHOS_0966","Hypothetical proteinaho:AHOS_1657","Hypothetical proteinaho:AHOS_0150","Hypothetical proteinaho:AHOS_0249","Hypothetical proteinaho:AHOS_0913","Hypothetical proteinaho:AHOS_0478"
6,"Hypothetical proteinpmb:A9601_RS10740","High light inducible proteinpmb:A9601_RS11135","High light inducible proteinpmb:A9601_RS12765(2)","Hypothetical proteinpmb:A9601_RS16310","Hypothetical proteinpmb:A9601_RS14445","Hypothetical proteinpmb:A9601_RS12580"
6,"Hypothetical proteinere:EUBREC_RS13515","Hypothetical proteinere:EUBREC_RS08205","Hypothetical proteinere:EUBREC_RS03730","Hypothetical proteinere:EUBREC_RS08990","PEGA domain-containing proteinere:EUBREC_RS02355","SCP-2 sterol transfer family proteinere:EUBREC_RS00245"
6,"Hypothetical proteinacp:A2CP1_RS09500","Hypothetical proteinacp:A2CP1_RS04425","Lipoproteinacp:A2CP1_RS04420","Lipoproteinacp:A2CP1_RS07765","Lipoproteinacp:A2CP1_RS02920","Lipoproteinacp:A2CP1_RS19800"
6,"IcmS proteincbg:CBUG_RS01895","Enhanced entry protein EnhBcbg:CBUG_RS05535","Intracellular multiplication protein IcmXcbg:CBUG_RS01835","Hypothetical proteincbg:CBUG_RS09975","Phosphoesterasecbg:CBUG_RS01940","Type IV secretion protein IcmVcbg:CBUG_RS01850"
6,"Membrane proteincav:RT28_RS00040","Hypothetical proteincav:RT28_RS00530","Membrane proteincav:RT28_RS01975","Membrane proteincav:RT28_RS02775(2)","Lipoproteincav:RT28_RS02455","Membrane proteincav:RT28_RS00415"
6,"Hypothetical proteingm03820:VU15_RS13305","Hypothetical proteingm03820:VU15_RS04410(2)","Hypothetical proteingm03820:VU15_RS03925(1)","Membrane proteingm03820:VU15_RS08850","Hypothetical proteingm03820:VU15_RS11615","Isochorismatasegm03820:VU15_RS15830"
6,"CRISPR-associated protein (Cas_APE2256)pai:PAE0124","Hypothetical proteinpai:PAE1236","Hypothetical proteinpai:PAE1944","Hypothetical proteinpai:PAE1641","Hypothetical proteinpai:PAE1001","Class III signal peptidepai:PAE0909"
6,"Hypothetical proteinmfe:MEFER_0548","Hypothetical proteinmfe:MEFER_0376","Hypothetical proteinmfe:MEFER_1386(1)","Hypothetical proteinmfe:MEFER_0837","Hypothetical proteinmfe:MEFER_1372","Hypothetical proteinmfe:MEFER_1386(2)"
6,"YALI0E20911pafm:AFUA_1G02910","Transcription regulator PAB1642, putative (AFU_orthologue; AFUA_3G11955)afm:AFUA_3G11955","YALI0E22418pafm:AFUA_5G02250(2)","YALI0E30921pafm:AFUA_1G00610","Hypothetical protein, variantafm:AFUA_3G11150","YALI0D24453pafm:AFUA_5G06370"
6,"Hypothetical proteinmgy:MGMSR_RS16935","Hypothetical proteinmgy:MGMSR_RS08040","Hypothetical proteinmgy:MGMSR_RS13005","Hypothetical proteinmgy:MGMSR_RS00675","Hypothetical proteinmgy:MGMSR_RS15570","Fe(3+)-citrate import system permease yfmDmgy:MGMSR_RS14940"
6,"Glycerol-3-phosphate dehydrogenasegm04011:P73_RS06380","Acetolactate synthasegm04011:P73_RS17015","Hypothetical proteingm04011:P73_RS02015","Flagellar switch protein FliMgm04011:P73_RS15170","Arginine/ornithine transport system ATPasegm04011:P73_RS04415","Component of SufBCD complexgm04011:P73_RS12810"
6,"Energy-converting hydrogenase A subunit B EhaBgm03635:BRM9_RS06665","(NiFe)-hydrogenase-3-type complex Eha membrane protein EhaHgm03635:BRM9_RS06695","Energy-converting hydrogenase A subunit D EhaDgm03635:BRM9_RS06675","(NiFe)-hydrogenase-3-type complex Eha membrane protein EhaEgm03635:BRM9_RS06680","(NiFe)-hydrogenase-3-type complex Eha membrane protein EhaFgm03635:BRM9_RS06685","Energy-converting hydrogenase A subunit G EhaGgm03635:BRM9_RS06690"
6,"Hypothetical proteinhxa:HALXA_3533","Hypothetical proteinhxa:HALXA_2927","Hypothetical proteinhxa:HALXA_1338","Hypothetical proteinhxa:HALXA_2926","Hypothetical proteinhxa:HALXA_2229","Hypothetical proteinhxa:HALXA_2703"
6,"AGR224Cperc:ECYM_7095","AFR125Cperc:ECYM_2723","ABL053Wperc:ECYM_1361","AGR064Cperc:ECYM_4283","AFR208Cperc:ECYM_6090","AGL292Cperc:ECYM_7140"
6,"Hypothetical proteinbdo:EL88_RS13510","GPW/gp25 family proteinbdo:EL88_RS13505","Membrane proteinbdo:EL88_RS13525","Hypothetical proteinbdo:EL88_RS13500","Hypothetical proteinbdo:EL88_RS13520","Hypothetical proteinbdo:EL88_RS13530"
6,"FG-GAP repeat protein, putativeldo:LDBPK_290740","Uncharacterized protein LOC100505841 isoform X1ldo:LDBPK_180070(1)","Centrosomal protein of 41 kDa isoform X1ldo:LDBPK_342840","WD repeat-containing protein 54 isoform X2ldo:LDBPK_061170","Tetratricopeptide repeat protein 5ldo:LDBPK_303510","Intraflagellar transport protein 22 homolog isoform aldo:LDBPK_323410"
6,"Hypothetical proteinret:RHE_RS00925","Hypothetical proteinret:RHE_RS03130","Hypothetical proteinret:RHE_RS03715","Hypothetical proteinret:RHE_RS05540","Membrane proteinret:RHE_RS06780","Membrane proteinret:RHE_RS06400"
6,"Hypothetical proteingm04087:CSK29544_RS07340","Hypothetical proteingm04087:CSK29544_RS04960","Hypothetical proteingm04087:CSK29544_RS04635","Hypothetical proteingm04087:CSK29544_RS18990","Hypothetical proteingm04087:CSK29544_RS17020","Hypothetical proteingm04087:CSK29544_RS07885"
6,"Eos1pspo:SPAPB17E12.08","Nup53pspo:SPAC19E9.01C","Brr1pspo:SPAC19B12.12C","Cox7pspo:SPBC2F12.17","Fun14pspo:SPAC29A4.17C","Taf4pspo:SPAC23G3.09"
6,"Hypothetical proteinafu:AF2141","ArsR family transcriptional regulatorafu:AF0114","Hypothetical proteinafu:AF2362","Hypothetical proteinafu:AF0970","Hypothetical proteinafu:AF1151","Histone deacetylase superfamilyafu:AF0690"
6,"Methanogenesis marker protein 14gm03635:BRM9_RS04640","Tetrahydromethanopterin S-methyltransferase subunit Bgm03635:BRM9_RS04680","Putative methanogenesis marker protein 12gm03635:BRM9_RS00110","Tetrahydromethanopterin S-methyltransferase subunit Cgm03635:BRM9_RS04685","Tetrahydromethanopterin S-methyltransferase subunit Dgm03635:BRM9_RS04690","Tetrahydromethanopterin S-methyltransferase subunit Egm03635:BRM9_RS04695"
6,"Hypothetical proteinacn:ACIS_RS00900","Type VI secretion proteinacn:ACIS_RS00110","Hypothetical proteinacn:ACIS_RS02645","Preprotein translocase subunit SecGacn:ACIS_RS00075","Uncharacterized protein conserved in bacteriaacn:ACIS_RS03850","Membrane proteinacn:ACIS_RS04510"
6,"Hypothetical proteinbbac:EP01_RS05210","Hypothetical proteinbbac:EP01_RS03080","Hypothetical proteinbbac:EP01_RS03085","Energy transducer TonBbbac:EP01_RS17725","Hypothetical proteinbbac:EP01_RS05560","General secretion pathway protein GspKbbac:EP01_RS04080"
6,"Hypothetical proteingm03720:AA314_RS27980","Tetratricopeptide repeat domain proteingm03720:AA314_RS02990","Hypothetical proteingm03720:AA314_RS43210","Hypothetical proteingm03720:AA314_RS13995","Hypothetical proteingm03720:AA314_RS46430","Hypothetical proteingm03720:AA314_RS27995"
6,"Gamete expressed protein 1ddi:DDB_G0287831","P-loop containing nucleoside triphosphate hydrolases superfamily proteinddi:DDB_G0292750(1)","Putative RNA-binding proteinddi:DDB_G0272108","Alba DNA/RNA-binding proteinddi:DDB_G0281243","TPR-repeat-containing chaperone protein DNAJ, putativeddi:DDB_G0292530(1)","Hypothetical proteinddi:DDB_G0287071"
6,"Hypothetical proteinfus:HMPREF0409_RS02105","Outer membrane autotransporter barrel domain-containing proteinfus:HMPREF0409_RS08790(2)","Outer membrane autotransporter barrel domain-containing proteinfus:HMPREF0409_RS08790(1)","Adhesion protein FadAfus:HMPREF0409_RS08275","Adhesion protein FadAfus:HMPREF0409_RS08015","Hypothetical proteinfus:HMPREF0409_RS08260"
6,"Corepressor interacting with RBPJ 1ddi:DDB_G0284007","Lung seven transmembrane receptor family proteinddi:DDB_G0286487","Vacuolar protein sorting-associated protein isoformddi:DDB_G0269510","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferaseddi:DDB_G0288463","CG14613, isoform Addi:DDB_G0290495","Rab3 GTPase-activating protein catalytic subunit isoform X1ddi:DDB_G0292124(2)"
6,"Membrane proteinere:EUBREC_RS03690","Negative regulator of genetic competence, sporulation and motilityere:EUBREC_RS06450","DNA-directed RNA polymerase subunit Mere:EUBREC_RS11760","ADP-ribose pyrophosphataseere:EUBREC_RS13580(2)","Hypothetical proteinere:EUBREC_RS08300","Hypothetical proteinere:EUBREC_RS04820"
6,"Hypothetical proteincsy:CENSYA_1379","Hypothetical proteincsy:CENSYA_1331","Conserved exported protein of unknown functioncsy:CENSYA_0159(2)","Hypothetical proteincsy:CENSYA_1821","Hypothetical proteincsy:CENSYA_1328","Hypothetical proteincsy:CENSYA_0499"
6,"Hypothetical proteinhje:HACJB3_07330","Hypothetical proteinhje:HACJB3_06360","Hypothetical proteinhje:HACJB3_02870","Hypothetical proteinhje:HACJB3_11140","Hypothetical proteinhje:HACJB3_05015","Hypothetical proteinhje:HACJB3_11720"
6,"Hypothetical proteinaho:AHOS_2339","PaREP1 domain containing proteinaho:AHOS_2250","Hypothetical proteinaho:AHOS_0063","Hypothetical proteinaho:AHOS_0109","Hypothetical proteinaho:AHOS_0607","Hypothetical proteinaho:AHOS_2024"
6,"Hypothetical proteinafm:AFUA_3G12710","Putative Zn(II)2Cys6 transcription factor (Eurofung)afm:AFUA_4G07790(2)","Hypothetical proteinafm:AFUA_7G01570","VAD-1afm:AFUA_4G08620","Hypothetical proteinafm:AFUA_3G02050","Hypothetical proteinafm:AFUA_1G16960"
6,"Predicted coding region BB0191bbs:PS216","Type I restriction endonuclease subunit Rbbs:LP28-7PL3","Hypothetical proteinbbs:LP54PS78","Predicted coding region BBK20bbs:LP28-7PS51","Predicted coding region BB0762bbs:PS874","Predicted in CGMbbs:PS645"
6,"Rrg8pgm02953:PP7435_CHR1-1345","Pcl8pgm02953:PP7435_CHR1-0487(1)","Gcr1pgm02953:PP7435_CHR4-0374","Mrp13pgm02953:PP7435_CHR2-0287","Aim44pgm02953:PP7435_CHR4-0927","Fyv8pgm02953:PP7435_CHR1-0722"
6,"Hypothetical proteinslr:L21SP2_RS15300","Hypothetical proteinslr:L21SP2_RS06840","Hypothetical proteinslr:L21SP2_RS13320","Cell division protein FtsLslr:L21SP2_RS05430","Hypothetical proteinslr:L21SP2_RS16310","Lipoproteinslr:L21SP2_RS05940"
6,"Hypothetical proteingm03635:BRM9_RS02925","F420-0:gamma-glutamyl ligasegm03635:BRM9_RS09100","Hypothetical proteingm03635:BRM9_RS02235","Hypothetical proteingm03635:BRM9_RS02470","Uncharacterized conserved protein UCP037052gm03635:BRM9_RS02465","Hypothetical proteingm03635:BRM9_RS04890"
6,"Nucleolar pre-ribosomal-associated protein 1hsa:HSA_194394141(2)","S-adenosyl-L-methionine-dependent methyltransferase domain-containing proteinhsa:HSA_13376109","Potassium channel subfamily K member isoformhsa:HSA_11545761","Mitochondrial transcription termination factor family proteinhsa:HSA_34147676","Histone acetyltransferase CBPhsa:HSA_119943104(5)","Cytochrome b reductase 1 isoform 1hsa:HSA_188536036"
6,"Protein N-terminal asparagine amidohydrolase isoform 1hsa:HSA_27735049","Single-stranded DNA endonuclease family proteinhsa:HSA_194018531","Armadillo/beta-catenin-like repeat-containing proteinhsa:HSA_312836798","Polycomb group protein 2hsa:HSA_197333809","Abnormal spindle-like microcephaly-associated protein isoform 1hsa:HSA_126116596(3)","Erythroid differentiation-related factor 1 isoform 1hsa:HSA_321117522(1)"
6,"Hypothetical proteinbbo:BBOV_II002480(1)","Hypothetical proteinbbo:BBOV_IV004520","Hypothetical proteinbbo:BBOV_I002550","Hypothetical proteinbbo:BBOV_IV009480","Hypothetical proteinbbo:BBOV_I002080","Protein kinase domain containing proteinbbo:BBOV_III008760(1)"
6,"HEAT repeat-containing proteinkol:KOLE_RS09840","3-dehydroquinate synthasekol:KOLE_RS00190","Hypothetical proteinkol:KOLE_RS00150","Hypothetical proteinkol:KOLE_RS07460","Hypothetical proteinkol:KOLE_RS09885","Hypothetical proteinkol:KOLE_RS08000"
6,"Hypothetical proteinapk:APA386B_RS10200","NADH-ubiquinone oxidoreductase subunitapk:APA386B_RS10720","Hypothetical proteinapk:APA386B_RS03570","Hypothetical proteinapk:APA386B_RS12260","Ankyrin proteinapk:APA386B_RS11670","Ankyrinapk:APA386B_RS04570"
6,"Diguanylate cyclase/phosphodiesterase with PAS sensorgm02937:BN85316200","Hypothetical proteingm02937:BN85306170","Hypothetical proteingm02937:BN85303400","Hypothetical proteingm02937:BN85316420","Hypothetical proteingm02937:BN85310090","Hypothetical proteingm02937:BN85308640"
6,"TRNA(Ile)-lysidine synthasecru:A33U_RS00110","Translation initiation factor IF-2cru:A33U_RS00425","Putative GTPasecru:A33U_RS00770","50S ribosomal protein L17cru:A33U_RS00785","Iron-sulfur cluster scaffold proteincru:A33U_RS00540","S-adenosyl-methyltransferase MraWcru:A33U_RS00285"
6,"Hypothetical proteinhxa:HALXA_2188","Nitrogen specific signal transduction histidine kinase NtrBhxa:HALXA_1390(1)","PadR family transcriptional regulatorhxa:HALXA_1811","Hypothetical proteinhxa:HALXA_0877","Hypothetical proteinhxa:HALXA_1687","Hypothetical proteinhxa:HALXA_3246"
7,"Hypothetical proteinbafh:BAFHLJ01_RS01315","Lipoproteinbafh:BAFHLJ01_RS04245","Hypothetical proteinbafh:BAFHLJ01_RS04170","Hypothetical proteinbafh:BAFHLJ01_RS04000","Hypothetical proteinbafh:BAFHLJ01_RS03115","Hypothetical proteinbafh:BAFHLJ01_RS02900","Hypothetical proteinbafh:BAFHLJ01_RS02035"
7,"Hypothetical proteinblj:PS1038","Hypothetical proteinblj:PS2272","Hypothetical proteinblj:PS2243","Hypothetical proteinblj:PS2054","Hypothetical proteinblj:PS1691","Predicted in CGMblj:PL1147","Hypothetical proteinblj:PS1117"
7,"Hypothetical proteinblj:PS24","Predicted in CGMblj:PS2354","Predicted in CGMblj:PS2335","Hypothetical proteinblj:PS1977","Hypothetical proteinblj:PS853","Hypothetical proteinblj:PS780","Predicted in CGMblj:PL229"
7,"Hypothetical proteinbma:01PS4022","Hypothetical proteinbma:01PS466","Predicted in CGMbma:01PL974","CG12239-PA, putativebma:01PL965","Predicted in CGMbma:01PL1769","Hypothetical proteinbma:01PL194","Carboxymuconolactone decarboxylase family proteinbma:BMA0007"
7,"Hypothetical proteinbma:BMA2977","Hypothetical proteinbma:BMAA1961","Hypothetical proteinbma:BMAA0361","Hypothetical proteinbma:BMAA0095","Hypothetical proteinbma:BMAA0167","Hypothetical proteinbma:BMAA1080","Hypothetical proteinbma:02PS1637"
7,"Predicted in CGMbpl:01PL1695","WbpNbpl:02ST700","Hypothetical proteinbpl:02PL2313","Predicted in CGMbpl:02PS1801","Putative membrane proteinbpl:BURPS1106A_RS23220","Hypothetical proteinbpl:02PS917","Hypothetical proteinbpl:01PS2153"
7,"Predicted in CGMbma:01PL2705","Hypothetical proteinbma:BMAA2002","Hypothetical proteinbma:BMAA0113","Hypothetical proteinbma:02PL124","Hypothetical proteinbma:BMAA1318","Predicted in CGMbma:BMAA1762","Hypothetical proteinbma:02PS1882"
7,"Predicted in CGMbma:01PL2894","Hypothetical proteinbma:02PS2716","Hypothetical proteinbma:02PS262","Hypothetical proteinbma:02PL301","Predicted in CGMbma:02PS1665","Hypothetical proteinbma:02PS1692","Predicted in CGMbma:02PS1693"
7,"Predicted in CGMbuc:PS104","Hypothetical proteinbuc:PS690","Hypothetical proteinbuc:PS591","Hypothetical proteinbuc:PS489","Hypothetical proteinbuc:PS447","Hypothetical proteinbuc:PS409","Hypothetical proteinbuc:PS394"
7,"Putative lipoproteincbg:CBUG_RS09810","Lipoproteincbg:CBUG_RS02070","Predicted in CGMcbg:PS948","Hypothetical cytosolic proteincbg:CBUG_RS04305","Lipoproteincbg:CBUG_RS04620","Hypothetical proteincbg:CBUG_RS07780","Predicted in CGMcbg:CBUG_RS08150"
7,"Membrane proteingm04455:CD630DERM_RS02905","Hypothetical proteingm04455:CD630DERM_RS17990","Hypothetical proteingm04455:CD630DERM_RS16585","Hypothetical proteingm04455:CD630DERM_RS08000","Putative phage proteingm04455:CD630DERM_RS06990","Putative phage regulatorgm04455:CD630DERM_RS06980","Predicted in CGMgm04455:CD630DERM_RS03660"
7,"Hypothetical proteingm04060:CGLAR1_RS06270","Hypothetical proteingm04060:CGLAR1_RS14360","Hypothetical proteingm04060:CGLAR1_RS13290","Hypothetical proteingm04060:CGLAR1_RS11455","Hypothetical proteingm04060:CGLAR1_RS10475","Hypothetical proteingm04060:CGLAR1_RS09915","Hypothetical proteingm04060:CGLAR1_RS06855"
7,"Hypothetical proteingm03954:VC76_RS00225","Periplasmic proteingm03954:VC76_RS08275","Hypothetical proteingm03954:VC76_RS00500","Hypothetical proteingm03954:VC76_RS00660","Membrane proteingm03954:VC76_RS00695","Transformation system proteingm03954:VC76_RS07225","Transformation system proteingm03954:VC76_RS05270"
7,"Hypothetical proteingm03155:O179_00040","Hypothetical proteingm03155:O179_04660","Non-canonical purine NTP pyrophosphatasegm03155:O179_03320(1)","Hypothetical proteingm03155:O179_02660","Putative cytosolic proteingm03155:O179_01950","Hypothetical proteingm03155:O179_00600","Hypothetical proteingm03155:O179_00195"
7,"Hypothetical proteineay:EAM_RS14330","Hypothetical proteineay:EAM_RS15930","Hypothetical proteineay:EAM_RS08365","Hypothetical proteineay:EAM_RS09535","Hypothetical proteineay:EAM_RS10155","Hypothetical proteineay:EAM_RS10645","Hypothetical proteineay:EAM_RS11765"
7,"Hypothetical proteingka:GK_RS01395","Hypothetical proteingka:GK_RS15620","Hypothetical proteingka:GK_RS15325","Hypothetical proteingka:GK_RS14725","Hypothetical proteingka:GK_RS11715","Phosphate transportergka:GK_RS02515","Hypothetical proteingka:GK_RS02395"
7,"Hypothetical proteingm04032:AB183_RS01910","Hypothetical proteingm04032:AB183_RS01725","ExcAgm04032:AB183_RS01620","Hypothetical proteingm04032:AB183_RS02030","Conjugative transfer proteingm04032:AB183_RS02025","Hypothetical proteingm04032:AB183_RS01995","Hypothetical proteingm04032:AB183_RS01925"
7,"Hypothetical proteingm04117:LI64_RS23515","Transcriptional regulatorgm04117:LI64_RS22745","Protein TrhOgm04117:LI64_RS22700","Transfer repressorgm04117:LI64_RS22685","Membrane proteingm04117:LI64_RS22635","Hypothetical proteingm04117:LI64_RS22630","Hypothetical proteingm04117:LI64_RS22625"
7,"Hypothetical proteinllm:PS389","Hypothetical proteinllm:PS3231","Hypothetical proteinllm:PS2716","Predicted in CGMllm:PS999","Hypothetical proteinllm:PS1978","Hypothetical proteinllm:PL1596","Putative secreted proteinllm:ST102"
7,"Membrane proteingm04283:SH83_RS01000","Autoinducer-binding proteingm04283:SH83_RS14820","Autoinducer-binding proteingm04283:SH83_RS12910","Hypothetical proteingm04283:SH83_RS12175","Hypothetical proteingm04283:SH83_RS04850","PTS sugar transporter subunit IIAgm04283:SH83_RS03875","Hypothetical proteingm04283:SH83_RS01480"
7,"Hypothetical proteinmea:MEXAM1_RS01040","Hypothetical proteinmea:MEXAM1_RS20605","Hypothetical proteinmea:MEXAM1_RS18175","Hypothetical proteinmea:MEXAM1_RS15715","Hypothetical proteinmea:MEXAM1_RS10000","Hypothetical proteinmea:MEXAM1_RS05315","Pilus biosynthesis protein TadEmea:MEXAM1_RS03405"
7,"Hypothetical proteingm03182:MAMA39_02670","Hypothetical proteingm03182:MAMA39_05960","Hypothetical proteingm03182:MAMA39_05930","Hypothetical proteingm03182:MAMA39_05920","Hypothetical proteingm03182:MAMA39_05620","Hypothetical proteingm03182:MAMA39_01940","Hypothetical proteingm03182:MAMA39_03850"
7,"Hypothetical proteingm03182:MAMA39_02660","Hypothetical proteingm03182:MAMA39_07000","Lipoproteingm03182:MAMA39_01440","Hypothetical proteingm03182:MAMA39_05170","Hypothetical proteingm03182:MAMA39_00400","Hypothetical proteingm03182:MAMA39_02850","Inorganic ion uptake regulation proteingm03182:MAMA39_02860"
7,"Hypothetical proteinmaf:MAF_RS00315","Hypothetical proteinmaf:MAF_RS16215","Hypothetical proteinmaf:MAF_RS12830","Hypothetical proteinmaf:MAF_RS12035","Glycine rich proteinmaf:MAF_RS12025","Hypothetical proteinmaf:MAF_RS08195","Hypothetical proteinmaf:MAF_RS04970"
7,"Aminotransferase class-IIIngo:ST20","Hypothetical proteinngo:PL2023","Predicted in CGMngo:NGO1299(1)","Predicted in CGMngo:PL1109","Hypothetical proteinngo:PS1199","Transposasengo:ST1020","Predicted in CGMngo:PL615"
7,"Hypothetical proteinpbo:PACID_RS00605","Hypothetical proteinpbo:PACID_RS09910","Hypothetical proteinpbo:PACID_RS06065","Hypothetical proteinpbo:PACID_RS04955","Hypothetical proteinpbo:PACID_RS04595","Hypothetical proteinpbo:PACID_RS04105","Hypothetical proteinpbo:PACID_RS14115"
7,"Hypothetical proteinple:B186_RS00100","Hypothetical proteinple:B186_RS01330","Hypothetical proteinple:B186_RS01245","Hypothetical proteinple:B186_RS01020","Hypothetical proteinple:B186_RS00985","Hypothetical proteinple:B186_RS00930","Hypothetical proteinple:B186_RS00620"
7,"Predicted in CGMxax:XACM_RS00520","Hypothetical proteinxax:XACM_RS18940","Hypothetical proteinxax:XACM_RS18000","Secreted proteinxax:XACM_RS16730","Membrane proteinxax:XACM_RS02930","Hypothetical proteinxax:XACM_RS02850","Hypothetical proteinxax:XACM_RS00565"
